Model not loaded: instantiating new model
Replay buffer not loaded
Episode: 1 || Reward: -4.258157724963935 || Warmup Episode: No Update Statistics || Total Steps: 156
Episode: 2 || Reward: -9.252730114051957 || Warmup Episode: No Update Statistics || Total Steps: 312
Episode: 3 || Reward: -10.117956452405629 || Warmup Episode: No Update Statistics || Total Steps: 468
Episode: 4 || Reward: 5.170565008365637 || Warmup Episode: No Update Statistics || Total Steps: 624
Episode: 5 || Reward: 6.441690217851036 || Warmup Episode: No Update Statistics || Total Steps: 780
Episode: 6 || Reward: -6.5637211099541615 || Warmup Episode: No Update Statistics || Total Steps: 936
Episode: 7 || Reward: -19.797130181207798 || Warmup Episode: No Update Statistics || Total Steps: 1092
Episode: 8 || Reward: 3.1944335897782214 || Warmup Episode: No Update Statistics || Total Steps: 1248
Episode: 9 || Reward: 4.021686741243197 || Warmup Episode: No Update Statistics || Total Steps: 1404
Episode: 10 || Reward: -7.661221006543315 || Warmup Episode: No Update Statistics || Total Steps: 1560
Episode: 11 || Reward: 2.8728188953165996 || Warmup Episode: No Update Statistics || Total Steps: 1716
Episode: 12 || Reward: -3.159459315312726 || Warmup Episode: No Update Statistics || Total Steps: 1872
Episode: 13 || Reward: -5.796195231881424 || Warmup Episode: No Update Statistics || Total Steps: 2028
Episode: 14 || Reward: -5.87530480605908 || Warmup Episode: No Update Statistics || Total Steps: 2184
Episode: 15 || Reward: -5.49315411037893 || Warmup Episode: No Update Statistics || Total Steps: 2340
Episode: 16 || Reward: -15.559835689884851 || Warmup Episode: No Update Statistics || Total Steps: 2496
Episode: 17 || Reward: -6.543557821150246 || Warmup Episode: No Update Statistics || Total Steps: 2652
Episode: 18 || Reward: -6.01494251840395 || Warmup Episode: No Update Statistics || Total Steps: 2808
Episode: 19 || Reward: -1.875228308341291 || Warmup Episode: No Update Statistics || Total Steps: 2964
Episode: 20 || Reward: -4.88547389799422 || Warmup Episode: No Update Statistics || Total Steps: 3120
Episode: 21 || Reward: 5.7725185309641365 || Warmup Episode: No Update Statistics || Total Steps: 3276
Episode: 22 || Reward: -3.460479835899169 || Warmup Episode: No Update Statistics || Total Steps: 3432
Episode: 23 || Reward: 11.79396164547092 || Warmup Episode: No Update Statistics || Total Steps: 3588
Episode: 24 || Reward: -5.477554666656797 || Warmup Episode: No Update Statistics || Total Steps: 3744
Episode: 25 || Reward: -14.539426060575162 || Warmup Episode: No Update Statistics || Total Steps: 3900
Episode: 26 || Reward: 4.240444349408587 || Warmup Episode: No Update Statistics || Total Steps: 4056
Episode: 27 || Reward: -1.839224903276877 || Warmup Episode: No Update Statistics || Total Steps: 4212
Episode: 28 || Reward: 3.6549560922717585 || Warmup Episode: No Update Statistics || Total Steps: 4368
Episode: 29 || Reward: -19.14872139982126 || Warmup Episode: No Update Statistics || Total Steps: 4524
Episode: 30 || Reward: 0.23371504725780975 || Warmup Episode: No Update Statistics || Total Steps: 4680
Episode: 31 || Reward: 9.063963438884175 || Warmup Episode: No Update Statistics || Total Steps: 4836
Episode: 32 || Reward: 14.215663893423756 || Warmup Episode: No Update Statistics || Total Steps: 4992
Episode: 33 || Reward: 14.836193996801342 || Warmup Episode: No Update Statistics || Total Steps: 5148
Episode: 34 || Reward: -12.550256601178058 || Actor Loss: -56.09327206244836 || Critic Loss: 265.91170169145636 || Log Prob: -32.79399869380853 || Alpha: 0.9352463086446127 || Time/Update: 19.09ms || Total Steps: 5304
Episode: 35 || Reward: 12.383107230729522 || Actor Loss: -63.79414521730863 || Critic Loss: 157.47423988733536 || Log Prob: -32.79142321073092 || Alpha: 0.8941096900365292 || Time/Update: 19.28ms || Total Steps: 5460
Episode: 36 || Reward: 4.317761054001161 || Actor Loss: -71.27142035655486 || Critic Loss: 93.02232805887859 || Log Prob: -32.795654761485565 || Alpha: 0.8555435740794891 || Time/Update: 19.08ms || Total Steps: 5616
Episode: 37 || Reward: 15.1325601534553 || Actor Loss: -78.4562008197491 || Critic Loss: 56.30378928551307 || Log Prob: -32.80056972992726 || Alpha: 0.8193076719076205 || Time/Update: 19.27ms || Total Steps: 5772
Episode: 38 || Reward: 15.216188562873423 || Actor Loss: -85.24417774493878 || Critic Loss: 34.177158722510704 || Log Prob: -32.79983085241073 || Alpha: 0.7851888587077459 || Time/Update: 19.2ms || Total Steps: 5928
Episode: 39 || Reward: 18.190632230041864 || Actor Loss: -91.53873487619254 || Critic Loss: 20.972339862432236 || Log Prob: -32.80913103543795 || Alpha: 0.7529996583859125 || Time/Update: 19.25ms || Total Steps: 6084
Episode: 40 || Reward: 11.14947558716067 || Actor Loss: -97.23504169170673 || Critic Loss: 12.990098017912645 || Log Prob: -32.80776644975711 || Alpha: 0.7225778656892288 || Time/Update: 19.25ms || Total Steps: 6240
Episode: 41 || Reward: -0.8457905193497173 || Actor Loss: -102.27381334549341 || Critic Loss: 8.316556673783522 || Log Prob: -32.80074136685102 || Alpha: 0.6937831517977592 || Time/Update: 19.33ms || Total Steps: 6396
Episode: 42 || Reward: 14.42461183010799 || Actor Loss: -106.66476919712164 || Critic Loss: 5.67721536831978 || Log Prob: -32.80933499947572 || Alpha: 0.6664841389044737 || Time/Update: 19.29ms || Total Steps: 6552
Episode: 43 || Reward: 6.962173259622154 || Actor Loss: -110.38331917004707 || Critic Loss: 4.163137954014998 || Log Prob: -32.798900726513985 || Alpha: 0.6405628277705266 || Time/Update: 19.2ms || Total Steps: 6708
Episode: 44 || Reward: 23.495869698422354 || Actor Loss: -113.45358393742488 || Critic Loss: 3.3312820746348453 || Log Prob: -32.80468984750601 || Alpha: 0.615919380233838 || Time/Update: 19.1ms || Total Steps: 6864
Episode: 45 || Reward: 9.6858142298681 || Actor Loss: -115.90921172117575 || Critic Loss: 2.9622320991296034 || Log Prob: -32.809838368342476 || Alpha: 0.5924572986670029 || Time/Update: 19.08ms || Total Steps: 7020
Episode: 46 || Reward: 16.847771616967048 || Actor Loss: -117.74748572325095 || Critic Loss: 2.770590309913342 || Log Prob: -32.8066382530408 || Alpha: 0.5700965027014414 || Time/Update: 19.16ms || Total Steps: 7176
Episode: 47 || Reward: -11.967548098869456 || Actor Loss: -119.07709248860677 || Critic Loss: 2.710396089614966 || Log Prob: -32.80829512767303 || Alpha: 0.548762667637605 || Time/Update: 19.23ms || Total Steps: 7332
Episode: 48 || Reward: 5.352850480018687 || Actor Loss: -119.91434772198016 || Critic Loss: 2.7140414898212137 || Log Prob: -32.80786103468675 || Alpha: 0.5283866643141477 || Time/Update: 25.75ms || Total Steps: 7488
Episode: 49 || Reward: 6.443616685943731 || Actor Loss: -120.30235050886105 || Critic Loss: 2.708279326940194 || Log Prob: -32.80898328927847 || Alpha: 0.5089086059194344 || Time/Update: 17.84ms || Total Steps: 7644
