0	0.000000	0.875000	B3	96	0	0	-1
1	0.000000	0.875000	D3	96	0	0	-5
2	0.000000	0.875000	G3	96	0	0	-2
3	0.230769	0.448077	G4	96	0	0	3
4	0.692308	0.909615	G4	96	0	0	3
5	1.153846	1.590385	G4	96	0	0	3
6	1.615385	2.051923	F#4	96	0	0	2
7	1.846154	2.721154	A3	96	0	0	-1
8	1.846154	2.721154	D3	96	0	0	-5
9	1.846154	2.721154	F#3	96	0	0	-3
10	2.076923	2.513462	E4	96	0	0	1
11	3.076923	3.367308	F#4	96	0	0	2
12	3.384616	3.894231	G4	96	0	0	3
13	3.692308	4.567308	B3	96	0	0	-1
14	3.692308	4.567308	E3	96	0	0	-5
15	3.692308	4.567308	G3	96	0	0	-3
16	3.923077	4.798077	E4	96	0	0	1
17	5.538462	6.413462	C4	96	0	0	-1
18	5.538462	6.413462	E3	96	0	0	-5
19	5.538462	6.413462	G3	96	0	0	-3
20	6.461539	6.898077	E4	96	0	0	1
21	6.923077	7.359616	F#4	96	0	0	2
22	7.384616	8.259616	B3	96	0	0	-1
23	7.384616	8.259616	D3	96	0	0	-5
24	7.384616	8.259616	G3	96	0	0	-2
25	7.384616	7.601924	G4	96	0	0	3
26	7.615385	7.832693	D4	96	0	0	1
27	8.076924	8.294231	D4	96	0	0	1
28	8.538462	8.975001	G4	96	0	0	3
29	9.000001	9.436539	F#4	96	0	0	2
30	9.230770	10.105770	A3	96	0	0	-1
31	9.230770	10.105770	D3	96	0	0	-5
32	9.230770	10.105770	F#3	96	0	0	-3
33	9.461539	10.117309	E4	96	0	0	1
34	10.615386	11.051924	G4	96	0	0	3
35	11.076924	11.951924	B3	96	0	0	-1
36	11.076924	11.951924	E3	96	0	0	-5
37	11.076924	12.390386	E4	96	0	0	1
38	11.076924	11.951924	G3	96	0	0	-3
39	12.923078	13.798078	C4	96	0	0	-1
40	12.923078	13.798078	E3	96	0	0	-5
41	12.923078	13.798078	G3	96	0	0	-3
42	12.923078	13.359616	G4	96	0	0	2
43	13.846155	14.063463	B4	96	0	0	3
44	14.307693	14.525001	B4	96	0	0	3
45	14.769232	15.644232	B3	96	0	0	-1
46	14.769232	15.205770	B4	96	0	0	3
47	14.769232	15.644232	D3	96	0	0	-5
48	14.769232	15.644232	G3	96	0	0	-2
49	15.923078	16.359617	D5	96	0	0	5
50	16.384617	16.821155	B4	96	0	0	3
51	16.615386	17.490386	A3	96	0	0	-1
52	16.615386	17.490386	D3	96	0	0	-5
53	16.615386	17.490386	F#3	96	0	0	-3
54	17.538463	17.755771	C5	96	0	0	4
55	17.769232	17.986540	B4	96	0	0	3
56	18.000001	18.217309	A4	96	0	0	2
57	18.230771	18.448078	G4	96	0	0	1
58	18.461540	19.336540	B3	96	0	0	-1
59	18.461540	18.898078	B4	96	0	0	4
60	18.461540	19.336540	E3	96	0	0	-5
61	18.461540	19.336540	G3	96	0	0	-3
62	19.384617	19.821155	B4	96	0	0	4
63	19.846155	20.063463	A4	96	0	0	3
64	20.076925	20.294232	G4	96	0	0	2
65	20.307694	21.182694	C4	96	0	0	-1
66	20.307694	21.182694	E3	96	0	0	-5
67	20.307694	21.182694	E4	96	0	0	1
68	20.307694	21.182694	G3	96	0	0	-3
69	21.230771	21.521156	G4	96	0	0	3
70	21.846156	22.136540	G4	96	0	0	3
71	22.153848	23.028848	B3	96	0	0	-1
72	22.153848	23.028848	D3	96	0	0	-5
73	22.153848	23.028848	G3	96	0	0	-2
74	22.153848	23.028848	G4	96	0	0	3
75	23.076925	23.294233	D4	96	0	0	1
76	23.769233	23.986540	D4	96	0	0	1
77	24.000002	24.875002	A3	96	0	0	-1
78	24.000002	24.875002	D3	96	0	0	-5
79	24.000002	24.217310	E4	96	0	0	2
80	24.000002	24.875002	F#3	96	0	0	-3
81	24.230771	24.667310	D4	96	0	0	1
82	24.692310	25.128848	E4	96	0	0	3
83	25.153848	25.590387	G4	96	0	0	5
84	25.615387	27.148079	E4	96	0	0	3
85	25.846156	26.721156	B3	96	0	0	-1
86	25.846156	26.721156	E3	96	0	0	-5
87	25.846156	26.721156	G3	96	0	0	-3
88	27.461541	27.678848	D4	96	0	0	2
89	27.692310	27.692310	C4	96	0	0	1
90	27.692310	28.567310	C4	96	0	0	-1
91	27.692310	28.567310	E3	96	0	0	-5
92	27.692310	28.567310	G3	96	0	0	-3
93	28.615387	28.905772	G4	64	0	0	5
94	29.230772	29.521156	G4	64	0	0	5
95	29.538464	30.413464	B3	64	0	0	-1
96	29.538464	30.413464	D3	64	0	0	-5
97	29.538464	30.413464	G3	64	0	0	-2
98	29.538464	30.413464	G4	64	0	0	5
99	30.461541	30.898079	D4	64	0	0	2
100	31.384618	32.259618	A2	64	0	0	-5
101	31.384618	32.259618	D3	64	0	0	-3
102	31.384618	31.601926	D4	64	0	0	5
103	31.384618	32.259618	F#3	64	0	0	-1
104	31.615387	32.051926	C4	63	0	0	4
105	32.076926	32.513464	B3	59	0	0	3
106	32.538464	33.194234	A3	55	0	0	2
107	33.230772	34.982695	E3	49	0	0	-1
108	33.230772	40.244234	G3	49	0	0	1
109	35.076926	36.828849	C3	49	0	0	-3
110	35.076926	36.828849	E3	49	0	0	-1
111	36.923080	40.428850	D3	49	0	0	-1
112	36.923080	40.428850	G2	49	0	0	-5
